id,author,score,title,content,date,verified,image_url
c9fb5a41-940c-5ed8-bb67-9a31bae86031,KyleÜ,4,Solid case,"
Solid case, it's just my phone doesn't stick to the magnet holder in the car anymore.
","Reviewed in the United States on January 20, 2022",Verified Purchase,
id,author,score,title,content,date,verified,image_url
7f7b6207-794c-5d48-86a4-67083f7abbd8,1960s Agent K,5,fits great!,"
review for: Spigen Liquid Air Armor Designed for Pixel 5 Case (2020) - Matte BlackCase fits nice and secure. The fingerprint cutout on the back is great and improves the already-great success rate of the sensor. There's a small lip around the screen to let you put it face-down.
","Reviewed in the United States on March 28, 2024",Verified Purchase,
f50896fe-40ac-5036-aad2-aa0f752921fd,Brian D.,5,Decent case,"
Fits well. Buttons are raised and easy to feal for without looking. Holes line up. Seems to have just enough protection for an accidental drop without being to bulky. The pictures don't make it look matte black but it is. Sides and back are textured for grip. Despite being matte, finger prints show on the back, but not as bad as the non-textured or glossy cases. Feels good in the hand. It is a little boring looking, but overall I like it, especially for the price. If you are not looking for something fancy, but fits well and should protect from a drop (I have not dropped it yet to test), this may be the case for you.
","Reviewed in the United States on August 26, 2022",Verified Purchase,
3e67a870-a562-5f07-98c4-407b5f6c7a6e,J. Labonte,5,"Fits well, nice feel","
This case fits well, was easy to get the phone to snap into the case, all the port cutouts line up perfectly. It has a nice feel when holding the phone, seems durable (as in it doesn't feel like the plastic is going to crack every time I take the pone in or out). The button keys are perfectly aligned and allow for unobstructed access to volume and power buttons with a normal amount of pressure applied. It's just the right fit coupled with the spigen glass screen protector to cover nearly all the screen but not rub against the edge of the screen protector causing the edges to chip, fray or come up.  The fingerprint reader cutout is perfect, very easy to use biometrics to unlock the phone. I am having no trouble with wireless charging with the case on, and I have used three separate wireless chargers (all 15-18w)
","Reviewed in the United States on July 16, 2021",Verified Purchase,
8eb404ce-ef4f-5211-a9c5-762d79168fa7,Misterman,5,Good quality case fits well.,"
Got this for a newly purchased Pixel 5 and must say this is a nice case. Feels premium and love the rubbery feel of the material. Good value.
","Reviewed in the United States on November 23, 2023",Verified Purchase,
b2c88f06-47d8-5dee-b601-0871fb4a5325,Jmoua,5,Perfect blend of slimness and durability,"
This is a great case if you are someone who wants a case that is slim but durable! Fits very nicely in my pockets and doesn't bother me when walking around, and doing casual activities. The case is more sturdy and alittle thicker than I had thought, which is nice. The millimeters of added height on the case to protect the screen, and back camera has stopped my phone from damage so many times when my phone is leaning against something and falls flat forward or backwards. So I appreciate that feature!The grip of the case is decent enough, but I wouldn't say it is the best. The side of the case has alot of little slits that allow you to grip the phone better, and does help with grip. I am not a fan of it, but it does do the job good enough so I'm not complaining :)Overall, this is a great case for an awesome price! Highly recommend!
","Reviewed in the United States on February 23, 2021",Verified Purchase,
2324d484-5111-518f-9353-45ee0a16a600,Pamela Fussy,5,"Works well, slim case","
Good case with light texture on the back.  Fits phone very well and is not bulky.
","Reviewed in the United States on August 5, 2023",Verified Purchase,
c2804845-5e7e-51d6-b04d-7f7ebff07831,Klevis Shipcka,5,Fits perfectly,"
Nice design and really good material. The grip is not on max but it is fine for me.
","Reviewed in the United States on December 28, 2023",Verified Purchase,
2294115b-dbdd-584c-8a6f-fb302cbc0bf4,y. phildickian,5,Not bulky,"
Great!
","Reviewed in the United States on May 19, 2024",Verified Purchase,
1bfe908c-28e3-52a1-a5e7-f0e5e71635a9,Carlos R.,5,,"
Como siempre, Spigen hace muy buenas carcasas.La calidad del material excelente, calce perfecto.La botonera siempre mantiene su tacto suave.
","Reviewed in the United States on April 18, 2024",Verified Purchase,
5e6edc90-82c3-5443-aabb-5038beb4ccd0,Brandon Martin,5,Not bad for what I paid,"
Seems to work as good as any other bumper case I've used.
","Reviewed in the United States on April 14, 2024",Verified Purchase,
id,author,score,title,content,date,verified,image_url
40dc18ec-cba1-5583-875e-35df4571bb91,John doe,5,great,"
easy to put on and remove
","Reviewed in the United States on March 22, 2024",Verified Purchase,
0256cda4-90b5-5d12-b0e8-d777b0202084,JC lives,5,"CYC, Cover my cell!!","
good fit, just placed and find it is minimalist cover.  Should serve my needs.
","Reviewed in the United States on February 24, 2024",Verified Purchase,
02789b4e-f67a-5595-be4c-8513b31fb234,Isaac,5,Good price and my phone isn't broken,"
I drop my phone constantly.Not just small drops either, sometimes I'll just accidentally chuck the thing across a parking lot because I guess I'm clumsy.I don't know if it's just the Pixel 5 being a tough phone or this case working some crazy magic to protect it from my constant blunders but for this price I don't really care.Grippy and looks neat but isn't too much visually.
","Reviewed in the United States on August 12, 2023",Verified Purchase,
fcf4b7f2-3556-5815-b5fb-b34260560fe8,Mom of 2,5,"Simple, slim, just what I wanted","
Simple, slim, adds a little protection without the bulk, good price, just what I wanted
","Reviewed in the United States on November 29, 2023",Verified Purchase,
c63cbc8b-5b73-5b11-b1ee-4cca27d2fcf1,Lance & Courtney Wilson,5,Good product,"
Great product overall, especially the feel
","Reviewed in the United States on December 7, 2023",Verified Purchase,
07629850-230b-59c7-a9b8-d0b4fa094767,rob,5,perfect fit without added bulk or weight,"
Had a Spigen case for my Pixel 3.  So a natural choice (though I got a different model - for no particular reason) for my Pixel 5.  It's getting so hard to find a phone that fits in your pocket and hand - the Pixel 6s were coming and my Pixel 3 was getting old, but when I saw how HUGE those are going to be, got myself a Pixel 5 before they disappear.  Of course the case adds a little bit of size and weight, but no more than with the Pixel 3.The case fits perfectly, snugly, no gaps around the camera window or fingerprint sensor, USB port or bottom speakers, etc.  And the buttons line up perfectly and might add a smidgen (spigon lol get it) of added protection from dust or moisture.And the price point is perfect as well.
","Reviewed in the United States on October 11, 2021",Verified Purchase,
7c5496ea-3559-53d2-a305-9fdb0692e841,Amznphoton,5,Doesn't add extra bulk but just enough for protection,"
This Spigen Liquid Air Armor turned out to be exactly what I needed for my Pixel 5. Most stores didn't have Pixel 5 cases so I ordered this one. Just grippy enough that it won't slip out of your hand but not so rubbery so it will slide in and out of your pockets without grabbing. It makes the side buttons easier to feel and use and the bumper around the outside provides corner protection and keeps my finger or thumb from accidentally touching the edge of the touch screen while holding. The rear fingerprint hole allows me to find and use the reader with ease. It is thin enough on the back that I have no problem charging it on the various wireless chargers that I have. I would say this is a great case for those that don't want to change the size & feel of their Pixel much but want some protection and grip.
","Reviewed in the United States on February 20, 2021",Verified Purchase,
f63164ee-bd41-5bc9-9ccb-1db0ded886eb,Adel l.,5,Very sturdy,"
I have small hands with thick fingers, so I wanted a phone case that was sturdy, but didn't feel too bulky. This definitely met my requirements. It has a textured back so it's easy to grip. But sometimes dust can get trapped in the little crevices of the texture. It's easy to clean so it's not really a problem. I accidentally dropped my phone on the concrete sidewalk and it landed face down. It was completely fine. Only small complaint is that I wish it came in different colors. 2 thumbs up, definitely worth the money.
","Reviewed in the United States on September 29, 2022",Verified Purchase,
56f9c5ac-46ee-52b3-93e3-059e1acbb27a,tigercranestyle,5,They fixed the speaker grill cutout.  Perfect now.,"
Edit...New review:I took a chance and re-ordered this case and luckily it's been revised.  The top portion of the case no longer has the cutout for for a non-existent speaker grill.It is THE perfect case for the Pixel 5.Old review:I ordered this so is have a few cases ready before my phone arrived.  Received it today.Just like the Ultra Hybrid for the Pixel 5 that I also ordered, this case has a cutout on the front-top for a speaker grill that's supposedly in the top bezel of the phone.  The problem is that this phone has no speaker grill at the top of the Pixel 5.  The pictures used here are even wrong.  The speaker for the Pixel 5 is underneath the top portion of the screen.The problem is that with this unnecessary cutout, it's just another place for dust and dirt to get in and scratch the phone.
","Reviewed in the United States on October 5, 2020",Verified Purchase,
13f92d3c-c4f9-58e1-9ead-fd81003e853c,Amazon Customer,5,Case fits,"
The case fits my phone and works for my needs.  Arrived on time.
","Reviewed in the United States on August 13, 2023",Verified Purchase,
